leadercode,stname,Region,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
353,South Sudan,Sub-Saharan Africa,422.0,,,,,Peter Gadet,Peter Gadet,Peter,Gadet,,,South Sudan vs SSLM/A,South Sudan Liberation Movement,SSLM/A,,Male,1958.0,2015.0,1.0,"Mayom County Unity State, South Sudan",53.0,53.0,Founded/Co-founded,0.0,,,,,,,1.0,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,0.0,,,,,Sudanese Arabic,0.0,,Incomplete,550,2011.0-2011.0,2.0,1710,1.0,7.0,2011.0,7.0,2011.0,270.0,819.0,2009.0,1.0,1.0,1.0,0.0,2.0,1.0,40.0,40.0,4.0,2.0,,,,,0,0.0,-2.0,2308.0,626.0,0.0,0.0,0.0,1.0,0.0,53.0
354,Uganda,Sub-Saharan Africa,465.0,,,,,Peter Otai,Peter Otai,Peter,Otai,,,Uganda vs UPA,,,,Male,,,,,,,Founded/Co-founded,0.0,Obtained Bachelor's,Political  Science,Political Science,,1.0,1.0,,,,,,1.0,0.0,0.0,Other,,,,1.0,0.0,,,,,,,,,,,,,,Incomplete,85,1987.0-1992.0,13.0,1823,1.0,12.0,1987.0,12.0,1992.0,118.0,148.0,1334.0,1.0,1.0,1.0,1.0,1.0,2.0,74.0,69.0,8.0,7.0,0.0,0.0,0.0,1.0,0,0.0,-3.0,626.0,500.0,1.0,0.0,0.0,0.0,0.0,
355,Burundi,Sub-Saharan Africa,53.0,,,,,Pierre Nkurunziza,Pierre Nkurunziza,Pierre,Nkurunziza,,,Burundi vs CNDD-FDD,,,,Male,1963.0,,0.0,"Ngozi Province, Burundi",38.0,38.0,Elected,0.0,Obtained Bachelor's,Physical Education,Other,,0.0,0.0,1.0,31.0,1.0,Christianity,1.0,1.0,0.0,0.0,Journalism,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Kirundi, French",0.0,0.0,Complete,1530,2001.0-2003.0,15.0,217,2.0,10.0,2001.0,11.0,2003.0,90.0,14.0,1280.0,1.0,1.0,0.0,1.0,2.0,1.0,31.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,0,0.0,-1.0,487.0,516.0,1.0,0.0,0.0,0.0,0.0,40.0
356,Myanmar,South-Eastern Asia,320.0,,,,,Plya Reh,Plya Reh,Plya,Reh,,,Myanmar vs KNPP,Karenni National Progressive Party (KNPP)/Karenni Army,KNPP,337.0,Male,,,,,,,Unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,879,1987.0-1987.0,1.0,1192,1.0,1.0,1987.0,12.0,1987.0,56.0,311.0,1067.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,-4.0,881.0,775.0,0.0,1.0,0.0,0.0,0.0,
357,Cambodia,South-Eastern Asia,60.0,,,,,Saloth Sâr,Pol Pot,Pol,Pot,Pol Pot,,Cambodia vs Khmer Rouge,Khmer Rouge/Communist Party of Kampuchea/Kampuchea People's Revolutionary Party (KPRP)/Democratic Kampuchea/Revolutionary Army of Kampuchea/National Army of Democratic Kampuchea,Khmer Rouge,51.0,Male,1925.0,1998.0,1.0,"Kompong Thom Province, Cambodia ",51.0,54.0,Seized power,0.0,Finished secondary,,,,0.0,0.0,1.0,31.0,1.0,Other,1.0,1.0,0.0,1.0,Education,0.0,1.0,,0.0,0.0,1.0,4.0,Bachelor's,France,0.0,0.0,1.0,0.0,,Disease/natural causes,"Khmer, French",0.0,0.0,Complete,18800,1979.0-1997.0,102.0,266,1.0,1.0,1979.0,7.0,1997.0,103.0,364.0,1112.0,1.0,1.0,0.0,1.0,2.0,2.0,282.0,150.0,109.0,80.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1916.0,811.0,0.0,1.0,0.0,0.0,0.0,72.0
358,India,South Asia,197.0,,,,,Pramod Mishra,Pramod Mishra,Pramod,Mishra,,,India vs MCC,Dakshin Desh/Maoist Communist Center (MCC),,108.0,Male,,,0.0,,,,Unclear,1.0,,,,,,,1.0,,1.0,Hinduism,1.0,,,,,,,,,,,,,,,,,0.0,,,,,,Incomplete,7070,1992.0-2004.0,91.0,759,1.0,4.0,1992.0,9.0,2004.0,29.0,406.0,1036.0,1.0,1.0,0.0,1.0,1.0,2.0,113.0,113.0,10.0,10.0,0.0,0.0,0.0,1.0,0,3.0,7.0,2233.0,750.0,0.0,1.0,0.0,0.0,0.0,
359,Cambodia,South-Eastern Asia,58.0,,,,,Prince Sihanouk,Prince Sihanouk,Prince,Sihanouk,,,Cambodia vs FUNCINPEC,FUNCINPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",,Male,1922.0,2012.0,1.0,"Phnom Penh, Cambodia",59.0,60.0,Founded/Co-founded,0.0,Finished secondary,,,,0.0,0.0,1.0,20.0,1.0,Buddhism,1.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Secondary,Vietnam,1.0,0.0,2.0,1.0,0.0,Disease/natural causes,"Khmer, French, English",1.0,0.0,Complete,5610,1982.0-1989.0,36.0,244,1.0,1.0,1982.0,1.0,1989.0,103.0,379.0,1115.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-4.0,2199.0,811.0,0.0,1.0,0.0,0.0,0.0,67.0
360,Myanmar,South-Eastern Asia,328.0,,,,,Pu Kyaung Long,Pu Kyaung Long,Pu Kyaung,Long,,,Myanmar vs LNUP,The Lahu National United Party,LNUP,,Male,1860.0,1980.0,1.0,"Loi Kham Long in the Möng Hsat-Möng Ton Area, Southern Shan State, British Burma",113.0,113.0,Founded/Co-founded,0.0,,,,,,,1.0,,1.0,Other,1.0,0.0,0.0,0.0,Career politician,0.0,1.0,1.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,Disease/natural causes,Lahu,0.0,0.0,Complete,436,1973.0-1980.0,36.0,1242,1.0,6.0,1973.0,7.0,1980.0,265.0,797.0,1756.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,-4.0,819.0,775.0,0.0,1.0,0.0,0.0,0.0,120.0
361,Nepal,South Asia,338.0,,,,,Pushpa Kamal Dahal,Pushpa Dahal,Pushpa,Dahal,Prachanda,,Nepal vs CPN-M,Communist Party of Nepal-Maoists (CPN-M)/Unified Communist Party of Nepal-Maoist (UCPN-M)/All Nepal National Independent Students' Union-Revolutionary (ANNISU-R)/Communist Party of Nepal (Unity Centre),CPM-N,22.0,Male,1954.0,,0.0,"Lewadi, Nepal",35.0,42.0,Appointed/Designated,0.0,Obtained Bachelor's,Agriculture,Agriculture,,0.0,0.0,1.0,15.0,1.0,Hinduism,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Nepali, English",1.0,0.0,Complete,15,1996.0-2006.0,66.0,1289,1.0,2.0,1996.0,11.0,2006.0,72.0,349.0,1100.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0,0.0,5.0,1032.0,790.0,0.0,1.0,0.0,0.0,0.0,52.0
362,Algeria,Northern Africa,22.0,,,,,Rachid Oukali,Rachid Oukali,Rachid,Oukali,Abou Tourab Errachid; Rachid Abu Tourab,,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1974.0,2004.0,1.0,"Bufarik, Algeria",28.0,28.0,Appointed/Designated,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,0.0,,Fratricide,,,,Incomplete,502,2002.0-2005.0,21.0,100,6.0,2.0,2002.0,7.0,2005.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,306.0,211.0,40.0,29.0,0.0,0.0,1.0,1.0,1,0.0,2.0,4664.0,615.0,0.0,0.0,0.0,1.0,0.0,31.0
363,Bosnia,Europe,49.0,,,,,Radovan Karadzic,Radovan Karadzic,Radovan,Karadzic,,Dr. Dragan Dabic,Bosnia vs Serbian Republic of Bosnia and Herzegovina,Serbian Republic of Bosnia and Herzegovina,Republik Srpska,,Male,1945.0,,0.0,"Šavnik, Montenegro (Former Yugoslavia)",47.0,47.0,Unclear,0.0,Obtained Doctorate,Medicine,Medicine,,1.0,1.0,1.0,,1.0,Christianity,0.0,0.0,0.0,0.0,Medicine,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Bachelor's,USA,0.0,0.0,1.0,1.0,0.0,,"English, Serbian",1.0,0.0,Complete,6390,1992.0-1995.0,10.0,202,1.0,4.0,1992.0,12.0,1995.0,194.0,292.0,1182.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,1766.0,346.0,0.0,0.0,1.0,0.0,0.0,50.0
364,Philippines,South-Eastern Asia,370.0,,,,,Radulan Sahiron,Radulan Sahiron,Radulan,Sahiron,,,Philippines vs ASG,Abu Sayyaf Group,Abu Sayyaf,45.0,Male,,,,"Kabbun Takas, Patikul, Jolo, Philippines",,,Unclear,1.0,,,,,,,,,1.0,Islam,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,,,"Tausug, Arabic",0.0,0.0,Complete,60,2007.0-2011.0,85.0,1398,3.0,1.0,2007.0,12.0,2011.0,112.0,249.0,1119.0,0.0,1.0,0.0,0.0,1.0,2.0,49.0,31.0,62.0,33.0,0.0,,1.0,0.0,1,0.0,6.0,3487.0,840.0,0.0,1.0,0.0,0.0,0.0,
365,Mexico,Central America,299.0,,Subcomandante,,,Rafael Sebastián Guillén Vicente,Subcomandante Marcos,Marcos,,Subcomandante Insurgente Marcos; Marcos; Delegado Cero; Subcomandante Insurgente Galeano,,Mexico vs EZLN,Ejercito Zapatista de Liberacion Nacional (EZLN),Zapatistas,389.0,Male,1957.0,,0.0,"Tampico, Mexico",26.0,37.0,Unclear,0.0,Obtained Master's,Philosophy,Philosophy,,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,Education,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,"Spanish, French, Portuguese, Italian",0.0,1.0,Complete,1100,1994.0-1996.0,1.0,1113,1.0,1.0,1994.0,2.0,1996.0,205.0,230.0,1628.0,1.0,1.0,1.0,0.0,2.0,3.0,57.0,57.0,14.0,7.0,0.0,0.0,0.0,0.0,0,0.0,3.0,8872.0,70.0,0.0,0.0,0.0,0.0,1.0,39.0
366,India,South Asia,213.0,,,,,Rajkumar Meghen,Rajkumar Meghen,Rajkumar,Meghen,Sana Yaima,,India vs UNLF,United National Liberation Front (UNLF)/Pan-Manipuri Youth League/Manipur People's Army (MPA),,191.0,Male,1946.0,,0.0,"Manipur, India",38.0,48.0,Elected,0.0,Obtained Master's,International Relations,Political Science,,0.0,0.0,1.0,,1.0,Hinduism,1.0,1.0,0.0,0.0,Activist,,0.0,,0.0,0.0,,,,,,0.0,,0.0,0.0,,"Meitei, Hindi",0.0,0.0,Complete,23,1994.0-2009.0,136.0,878,1.0,8.0,1994.0,12.0,2009.0,152.0,336.0,1158.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,7.0,3228.0,750.0,0.0,1.0,0.0,0.0,0.0,63.0
367,Israel,Middle East,260.0,Doctor,,,,Ramadan Abdullah Muhammad Shalah,Ramadan Shalah,Ramadan,Shalah,,,Israel vs PIJ,Harakat al-Jihad al-Islami fi Filastin/Saraya al-Quds,Islamic Jihad in Palestine/Palestinian Islamic Jihad (PIJ),9.0,Male,1958.0,,0.0,"Sajaya, Egyptian-Controlled Gaza",37.0,37.0,Elected,0.0,Obtained Doctorate,Banking and Economics,Economics,,1.0,1.0,1.0,,1.0,Islam,,1.0,0.0,0.0,Journalism,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Doctorate,"Egypt, United Kingdom",0.0,1.0,2.0,0.0,0.0,,"Arabic, Hebrew, English",1.0,0.0,Complete,9400,1995.0-2011.0,56.0,1998,2.0,10.0,1995.0,12.0,2011.0,37.0,380.0,1050.0,0.0,1.0,0.0,1.0,1.0,1.0,188.0,171.0,124.0,106.0,0.0,0.0,0.0,0.0,1,0.0,6.0,22871.0,666.0,0.0,0.0,0.0,1.0,0.0,53.0
368,Cambodia,South-Eastern Asia,59.0,,,Royal Highness,,Norodom Ranariddh,Ranariddh,Ranariddh,,,,Cambodia vs FUNCINPEC,FUNCINPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",,Male,1944.0,,0.0,"Phnom Penh, Cambodia",45.0,45.0,Unclear,0.0,Obtained Doctorate,Public International Law,Law,,0.0,1.0,1.0,24.0,1.0,Buddhism,1.0,1.0,0.0,0.0,Education,0.0,1.0,0.0,0.0,0.0,1.0,6.0,Doctorate,France,0.0,1.0,2.0,0.0,0.0,,"Khmer, French, English",1.0,0.0,Complete,1690,1989.0-1998.0,12.0,2016,2.0,1.0,1989.0,2.0,1998.0,103.0,379.0,1115.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1896.0,811.0,0.0,1.0,0.0,0.0,0.0,54.0
369,India,South Asia,198.0,,,,,Ranjan Daimary,Ranjan Daimary,Ranjan,Daimary,,,India vs NDFB,National Democratic Front of Bodoland (NDFB)/Bodoland Army/Bodo Security Force (BSF),,69.0,Male,1960.0,,0.0,"Harisinga Village, Bodoland, India",26.0,32.0,Founded/Co-founded,0.0,Obtained Master's,Political Science,Political Science,,0.0,0.0,1.0,,1.0,Christianity,,1.0,0.0,0.0,Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,1.0,0.0,,"Bodo, English, Assamese, Hindi, Bengali",1.0,1.0,Complete,85,1992.0-2010.0,94.0,774,1.0,11.0,1992.0,12.0,2010.0,227.0,313.0,1206.0,0.0,1.0,0.0,1.0,1.0,2.0,306.0,296.0,41.0,37.0,0.0,0.0,0.0,0.0,0,3.0,7.0,3546.0,750.0,0.0,1.0,0.0,0.0,0.0,50.0
370,Algeria,Northern Africa,17.0,,,,,Abdelhaq Layada,Abdelhaq Layada,Abdelhaq,Layada,Abu Adlane,,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1959.0,,,,,34.0,Appointed/Designated,0.0,,,,,,,,,1.0,Islam,,,0.0,0.0,Other,,1.0,1.0,,0.0,,,,,,0.0,,0.0,,,"Arabic, French",0.0,0.0,Incomplete,74,1993.0-1993.0,1.0,83,1.0,7.0,1993.0,7.0,1993.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0,-3.0,3717.0,615.0,0.0,0.0,0.0,1.0,0.0,34.0
371,India,South Asia,192.0,,,,,Ranjit Debbarma,Ranjit Debbarma,Ranjit,Debbarma,,,India vs ATTF,All Tripura Tiger Force (ATTF)/All Tripura Tribal Force,ATTF,153.0,Male,1973.0,,0.0,"Tripura, India",17.0,24.0,Founded/Co-founded,0.0,,,,,,,0.0,,0.0,Hinduism,1.0,1.0,0.0,0.0,,,,,0.0,,,,,,1.0,,,0.0,0.0,,English,1.0,0.0,Incomplete,69,1992.0-1999.0,9.0,1957,1.0,1.0,1997.0,8.0,1993.0,139.0,262.0,1149.0,0.0,1.0,0.0,1.0,1.0,,49.0,49.0,5.0,5.0,0.0,0.0,0.0,1.0,0,2.0,7.0,1320.0,750.0,0.0,1.0,0.0,0.0,0.0,20.0
372,Haiti,Central America,186.0,,,,,Raol Cedras,Raol Cedras,Raol,Cedras,,,Haiti vs Military Faction (Cedras),,,,Male,1949.0,,0.0,"Jérémie, Haiti",42.0,42.0,,0.0,Obtained Bachelor's,Military Studies,Military,,1.0,1.0,1.0,,1.0,Christianity,,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,United States of America,1.0,0.0,2.0,0.0,0.0,,"French, Spanish",0.0,0.0,Complete,1580,1991.0-1991.0,1.0,726,1.0,9.0,1991.0,10.0,1991.0,186.0,251.0,1625.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,1367.0,41.0,0.0,0.0,0.0,0.0,1.0,42.0
373,Niger,Sub-Saharan Africa,343.0,,,,,Rhissa ag Boula,Rhissa ag Boula,Rhissa,ag Boula,,,Niger vs FLAA,,,,Male,,,,,,,,1.0,,,,,,,,,,,,,,,Business/entrepeneurship,,,,,,,,,,,,,0.0,,,,,,Incomplete,97,1991.0-1992.0,3.0,1303,1.0,12.0,1991.0,12.0,1992.0,255.0,761.0,1376.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,,0.0,0.0,0,0.0,7.0,574.0,436.0,1.0,0.0,0.0,0.0,0.0,
374,Guatemala,Central America,175.0,,Comandante,,,Ricardo Arnoldo Ramírez de León,Rolando Morán,Rolando,Morán,Rolando Morán,,Guatemala vs EGP,Ejercito Guerrillero de los Pobres (EGP)/Nueva Organización Revolucionaria de Combate (NORC),"Guerrilla Army of the Poor, URNG",492.0,Male,1929.0,1998.0,1.0,"Quetzaltenango, Guatemala",42.0,46.0,Elected,0.0,Obtained Master's,Law,Law,,0.0,0.0,1.0,,1.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,Honduras,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"Spanish, 5 others (specifics unknown)",0.0,1.0,Complete,926,1975.0-1996.0,133.0,719,1.0,1.0,1975.0,12.0,1996.0,36.0,625.0,1591.0,1.0,1.0,0.0,1.0,2.0,2.0,62.0,51.0,111.0,53.0,0.0,0.0,0.0,1.0,0,0.0,6.0,3493.0,90.0,0.0,0.0,0.0,0.0,1.0,67.0
375,Egypt,Northern Africa,135.0,,,,,Rifa'i Ahmed Taha Musa,Ahmed Rifa'i Taha,Ahmed Rifa'i,Taha,Abu Yasser al-Masri,Ahmed Rifa'i Taha,Egypt vs Al-Gama'a Al-Islamiyya,al-Gama'a al-Islamiyya (GI)/Hezb al-Benaa wal-Tanmia,The Islamic Group,30.0,Male,1954.0,2016.0,1.0,,40.0,41.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,1.0,Islam,,0.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,Assassinated by external state,Arabic,0.0,0.0,Complete,61,1995.0-1998.0,18.0,513,2.0,1.0,1995.0,1.0,1998.0,196.0,241.0,1184.0,1.0,1.0,0.0,0.0,2.0,,137.0,123.0,25.0,18.0,0.0,0.0,1.0,1.0,1,0.0,-3.0,4111.0,651.0,0.0,0.0,0.0,1.0,0.0,44.0
376,Ethiopia,Sub-Saharan Africa,147.0,,,,,Riyaale Ahmed,Riyaale Ahmed,Riyaale,Ahmed,,,Ethiopia vs IGLF,,,,Male,1955.0,,,"Addis Ababa, Ethiopia",36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,Incomplete,40,1991.0-1991.0,1.0,574,1.0,10.0,1991.0,10.0,1991.0,268.0,811.0,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0,0.0,,564.0,530.0,1.0,0.0,0.0,0.0,0.0,36.0
377,Philippines,South-Eastern Asia,374.0,,,,,Rodolfo Salas,Rodolfo Salas,Rodolfo,Salas,,,Philippines vs CPP (NPA),Communist Party of the Philippines (CPP)/Bagong Hukbong Bayan,New People's Army (NPA),529.0,Male,1947.0,,0.0,"San Lorenzo, Mexico",30.0,30.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,,,,1.0,0.0,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,"Tagalog, Spanish",0.0,0.0,Complete,475,1977.0-1986.0,135.0,1416,2.0,11.0,1977.0,5.0,1986.0,10.0,217.0,1010.0,1.0,2.0,1.0,0.0,2.0,2.0,277.0,94.0,75.0,15.0,0.0,0.0,0.0,1.0,0,0.0,3.0,2507.0,840.0,0.0,1.0,0.0,0.0,0.0,39.0
378,Guatemala,Central America,179.0,,,,,Rodrigo Asturias,Rodrigo Asturias,Rodrigo,Asturias,Gaspar Ilom,,Guatemala vs ORPA,Organización Revolucionaria del Pueblo en Armas,"Revolutionary Organization of the People in Arms (ORPA), URNG",287.0,Male,1939.0,2005.0,1.0,Guatemala,32.0,40.0,Founded/Co-founded,0.0,Obtained Bachelor's,Law,Law,,0.0,0.0,1.0,,1.0,Christianity,0.0,0.0,0.0,0.0,Writer,0.0,1.0,1.0,0.0,1.0,1.0,3.0,Bachelor's,Argentina,0.0,1.0,3.0,1.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,2720,1979.0-1996.0,111.0,704,1.0,1.0,1979.0,12.0,1996.0,36.0,627.0,1592.0,1.0,1.0,0.0,1.0,2.0,2.0,29.0,7.0,90.0,38.0,0.0,0.0,0.0,1.0,0,0.0,6.0,3493.0,90.0,0.0,0.0,0.0,0.0,1.0,57.0
379,Colombia,South America,106.0,,,,,Rodrigo Londono,Rodrigo Londono,Rodrigo,Londono,Timochenko,,Colombia vs FARC,Fuerzas Armadas Revolucionares de Colombia (FARC)/Manuel Marulanda faction of Partido Comunista Colombiano,FARC,528.0,Male,1959.0,,0.0,"Quindío, Colombia",52.0,52.0,Appointed/Designated,0.0,Obtained Bachelor's,"Unclear, Medicine or Marxism and Langauge, also Military Intelligence",Unknown,,0.0,0.0,1.0,,1.0,Christianity,1.0,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,1.0,,Bachelor's,"Russia, Cuba",1.0,0.0,2.0,0.0,0.0,,Spanish,0.0,0.0,Complete,6480,2011.0-2011.0,34.0,432,3.0,11.0,2011.0,12.0,2011.0,92.0,237.0,1604.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,9.0,53.0,22.0,,,,,0,0.0,6.0,7729.0,100.0,0.0,0.0,0.0,0.0,1.0,52.0
380,Ivory coast,Sub-Saharan Africa,274.0,,,,,Roger Bianchi,Roger Bianchi,Roger,Bianchi,,,Ivory Coast vs MPIGO,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Incomplete,433,2003.0-2003.0,2.0,1068,2.0,4.0,2003.0,9.0,2003.0,225.0,91.0,1411.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,
381,Sri Lanka,South Asia,427.0,,,,,Rohana Wijeweere,Rohana Wijeweere,Rohana,Wijeweere,,,Sri Lanka vs JVP,Janatha Vimukthi Peramuna,JVP,,Male,1943.0,1989.0,1.0,Southern Sri Lanka,25.0,44.0,Appointed/Designated,0.0,Finished secondary,,,,0.0,0.0,1.0,,1.0,Buddhism,0.0,0.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,1.0,,Doctorate,Russia,0.0,0.0,1.0,0.0,0.0,Assassinated by government,"Sinhalese, likely English, Russian",1.0,0.0,Complete,214,1987.0-1989.0,1.0,1623,1.0,8.0,1987.0,11.0,1989.0,117.0,256.0,1123.0,1.0,1.0,0.0,1.0,2.0,2.0,217.0,198.0,70.0,60.0,0.0,0.0,0.0,0.0,0,0.0,5.0,2618.0,780.0,0.0,1.0,0.0,0.0,0.0,46.0
382,Myanmar,South-Eastern Asia,313.0,,,,,Johnny Htoo,Johnny Htoo,Johnny,Htoo,,,Myanmar vs God's Army,God's Army,God's Army,,Male,1987.0,,0.0,"Guh Su Doh, Myanmar",9.0,13.0,Unclear,1.0,No/incomplete primary,,,,0.0,0.0,0.0,,0.0,Christianity,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,Karan,0.0,0.0,Complete,74,2000.0-2000.0,1.0,1169,1.0,1.0,2000.0,12.0,2000.0,23.0,314.0,1022.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1850.0,775.0,0.0,1.0,0.0,0.0,0.0,13.0
383,Ethiopia,Sub-Saharan Africa,145.0,,,,,Romodan Mohammed Nur,Romodan Nur,Romodan,Nur,,,Ethiopia vs EPLF,Eritrean People's Liberation Front (EPLF)/People's Front for Democracy and Justice,EPLF,148.0,Male,1941.0,,,"Hirghigo, Ethiopia",32.0,32.0,Elected,0.0,Finished secondary,,,,0.0,0.0,,,,Islam,1.0,0.0,0.0,0.0,Career politician,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Secondary,Egypt,1.0,0.0,2.0,0.0,0.0,,Tigre,0.0,0.0,Complete,6,1973.0-1987.0,91.0,570,1.0,9.0,1973.0,5.0,1987.0,78.0,53.0,1261.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,-4.0,634.0,530.0,1.0,0.0,0.0,0.0,0.0,46.0
384,Suriname,Central America,443.0,,,,,Ronnie Brunswijk,Ronnie Brunswijk,Ronnie,Brunswijk,,,Suriname vs SLA/Jungle Commando,Jungle Commando,SLA,,Male,1961.0,,0.0,"Marowijne district, Suriname",25.0,25.0,Founded/Co-founded,0.0,,,,,,,1.0,,1.0,Christianity,,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,0.0,,Dutch,0.0,0.0,Complete,175,1986.0-1988.0,1.0,1713,1.0,7.0,1986.0,12.0,1988.0,162.0,559.0,1621.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,5729.0,115.0,0.0,0.0,0.0,0.0,1.0,27.0
