leadercode,rolecode,professionaltitle,militaryrank,culturaltitle,religioustitle,fullbirthname,popularname,nameone,nametwo,nomdeguerrekunya,alsoknownasaka,stname,confdesc,groupname,altname,revmodcode,gender,yearofbirth,yearofdeath,dead,placeofbirth,leadershipage,dynamicage,entrymethod,powersharing,education,areaofstudy,cat_areaofstudy1,cat_areaofstudy2,educusuk,educwest,married,marriageage,children,religion,family,affiliation,physical,mental,occupation,military,nsmilitary,combat,govpost,exile,studyab,studyab_yr_total,studyab_level,studyab_countries,milab,workab,expabroad,prison,assassin,deathcause,languages,english,polyglot,status,gscholar,year,duration,observation,ldrnum,ldrstwar_month,ldrstwar_year,ldrendwar_month,ldrendwar_year,conflictid,dyadid,actorid,incompatibility,intensitylevel,terrcont,prevactive,rebstrength,strengthcent,k_a,km_a,t_a,tm_a,diaspora,finance,nagtheo,nag_support,islamist,stdcinc,xpolity,rgdppc,ccode,africa,asia,europe,mena,americas,last_dynamicage
358,197.0,none,none,none,none,Pramod Mishra,Pramod Mishra,Pramod,Mishra,none,none,India,India vs MCC,Dakshin Desh/Maoist Communist Center (MCC),none,108.0,Male,NaN,NaN,0.0,NaN,NaN,NaN,Unclear,1.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Hinduism,1.0,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,none,NaN,NaN,Incomplete,7070,1992.0-2004.0,91.0,759,1.0,4.0,1992.0,9.0,2004.0,29.0,406.0,1036.0,1.0,1.0,0.0,1.0,1.0,2.0,113.0,113.0,10.0,10.0,0.0,0.0,0.0,1.0,0,3.0,7.0,2233.0,750.0,0.0,1.0,0.0,0.0,0.0,NaN
359,58.0,none,none,none,none,Prince Sihanouk,Prince Sihanouk,Prince,Sihanouk,none,none,Cambodia,Cambodia vs FUNCINPEC,FUNCINPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",NaN,Male,1922.0,2012.0,1.0,"Phnom Penh, Cambodia",59.0,60.0,Founded/Co-founded,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,20.0,1.0,Buddhism,1.0,1.0,0.0,0.0,Career politician,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Secondary,Vietnam,1.0,0.0,2.0,1.0,0.0,Disease/natural causes,"Khmer, French, English",1.0,0.0,Complete,5610,1982.0-1989.0,36.0,244,1.0,1.0,1982.0,1.0,1989.0,103.0,379.0,1115.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,-4.0,2199.0,811.0,0.0,1.0,0.0,0.0,0.0,67.0
360,328.0,none,none,none,none,Pu Kyaung Long,Pu Kyaung Long,Pu Kyaung,Long,none,none,Myanmar,Myanmar vs LNUP,The Lahu National United Party,LNUP,NaN,Male,1860.0,1980.0,1.0,"Loi Kham Long in the Möng Hsat-Möng Ton Area, Southern Shan State, British Burma",113.0,113.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Other,1.0,0.0,0.0,0.0,Career politician,0.0,1.0,1.0,0.0,NaN,0.0,0.0,none,none,0.0,0.0,NaN,0.0,0.0,Disease/natural causes,Lahu,0.0,0.0,Complete,436,1973.0-1980.0,36.0,1242,1.0,6.0,1973.0,7.0,1980.0,265.0,797.0,1756.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,0.0,0,0.0,-4.0,819.0,775.0,0.0,1.0,0.0,0.0,0.0,120.0
361,338.0,none,none,none,none,Pushpa Kamal Dahal,Pushpa Dahal,Pushpa,Dahal,Prachanda,none,Nepal,Nepal vs CPN-M,Communist Party of Nepal-Maoists (CPN-M)/Unified Communist Party of Nepal-Maoist (UCPN-M)/All Nepal National Independent Students' Union-Revolutionary (ANNISU-R)/Communist Party of Nepal (Unity Centre),CPM-N,22.0,Male,1954.0,NaN,0.0,"Lewadi, Nepal",35.0,42.0,Appointed/Designated,0.0,Obtained Bachelor's,Agriculture,Agriculture,none,0.0,0.0,1.0,15.0,1.0,Hinduism,0.0,1.0,0.0,0.0,Education,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Nepali, English",1.0,0.0,Complete,15,1996.0-2006.0,66.0,1289,1.0,2.0,1996.0,11.0,2006.0,72.0,349.0,1100.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,1.0,0,0.0,5.0,1032.0,790.0,0.0,1.0,0.0,0.0,0.0,52.0
362,22.0,none,none,none,none,Rachid Oukali,Rachid Oukali,Rachid,Oukali,Abou Tourab Errachid; Rachid Abu Tourab,none,Algeria,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1974.0,2004.0,1.0,"Bufarik, Algeria",28.0,28.0,Appointed/Designated,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,NaN,NaN,none,NaN,1.0,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,Fratricide,none,NaN,NaN,Incomplete,502,2002.0-2005.0,21.0,100,6.0,2.0,2002.0,7.0,2005.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,306.0,211.0,40.0,29.0,0.0,0.0,1.0,1.0,1,0.0,2.0,4664.0,615.0,0.0,0.0,0.0,1.0,0.0,31.0
363,49.0,none,none,none,none,Radovan Karadzic,Radovan Karadzic,Radovan,Karadzic,none,Dr. Dragan Dabic,Bosnia,Bosnia vs Serbian Republic of Bosnia and Herzegovina,Serbian Republic of Bosnia and Herzegovina,Republik Srpska,NaN,Male,1945.0,NaN,0.0,"Šavnik, Montenegro (Former Yugoslavia)",47.0,47.0,Unclear,0.0,Obtained Doctorate,Medicine,Medicine,none,1.0,1.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Medicine,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Bachelor's,USA,0.0,0.0,1.0,1.0,0.0,none,"English, Serbian",1.0,0.0,Complete,6390,1992.0-1995.0,10.0,202,1.0,4.0,1992.0,12.0,1995.0,194.0,292.0,1182.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,NaN,1766.0,346.0,0.0,0.0,1.0,0.0,0.0,50.0
364,370.0,none,none,none,none,Radulan Sahiron,Radulan Sahiron,Radulan,Sahiron,none,none,Philippines,Philippines vs ASG,Abu Sayyaf Group,Abu Sayyaf,45.0,Male,NaN,NaN,NaN,"Kabbun Takas, Patikul, Jolo, Philippines",NaN,NaN,Unclear,1.0,none,none,none,none,NaN,NaN,NaN,NaN,1.0,Islam,NaN,0.0,0.0,0.0,none,0.0,NaN,1.0,0.0,0.0,0.0,0.0,none,none,NaN,0.0,NaN,0.0,NaN,none,"Tausug, Arabic",0.0,0.0,Complete,60,2007.0-2011.0,85.0,1398,3.0,1.0,2007.0,12.0,2011.0,112.0,249.0,1119.0,0.0,1.0,0.0,0.0,1.0,2.0,49.0,31.0,62.0,33.0,0.0,NaN,1.0,0.0,1,0.0,6.0,3487.0,840.0,0.0,1.0,0.0,0.0,0.0,NaN
365,299.0,none,Subcomandante,none,none,Rafael Sebastián Guillén Vicente,Subcomandante Marcos,Marcos,NaN,Subcomandante Insurgente Marcos; Marcos; Delegado Cero; Subcomandante Insurgente Galeano,none,Mexico,Mexico vs EZLN,Ejercito Zapatista de Liberacion Nacional (EZLN),Zapatistas,389.0,Male,1957.0,NaN,0.0,"Tampico, Mexico",26.0,37.0,Unclear,0.0,Obtained Master's,Philosophy,Philosophy,none,0.0,0.0,1.0,NaN,0.0,NaN,0.0,1.0,0.0,0.0,Education,0.0,1.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,"Spanish, French, Portuguese, Italian",0.0,1.0,Complete,1100,1994.0-1996.0,1.0,1113,1.0,1.0,1994.0,2.0,1996.0,205.0,230.0,1628.0,1.0,1.0,1.0,0.0,2.0,3.0,57.0,57.0,14.0,7.0,0.0,0.0,0.0,0.0,0,0.0,3.0,8872.0,70.0,0.0,0.0,0.0,0.0,1.0,39.0
366,213.0,none,none,none,none,Rajkumar Meghen,Rajkumar Meghen,Rajkumar,Meghen,Sana Yaima,none,India,India vs UNLF,United National Liberation Front (UNLF)/Pan-Manipuri Youth League/Manipur People's Army (MPA),none,191.0,Male,1946.0,NaN,0.0,"Manipur, India",38.0,48.0,Elected,0.0,Obtained Master's,International Relations,Political Science,none,0.0,0.0,1.0,NaN,1.0,Hinduism,1.0,1.0,0.0,0.0,Activist,NaN,0.0,NaN,0.0,0.0,NaN,NaN,none,none,NaN,0.0,NaN,0.0,0.0,none,"Meitei, Hindi",0.0,0.0,Complete,23,1994.0-2009.0,136.0,878,1.0,8.0,1994.0,12.0,2009.0,152.0,336.0,1158.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,7.0,3228.0,750.0,0.0,1.0,0.0,0.0,0.0,63.0
367,260.0,Doctor,none,none,none,Ramadan Abdullah Muhammad Shalah,Ramadan Shalah,Ramadan,Shalah,none,none,Israel,Israel vs PIJ,Harakat al-Jihad al-Islami fi Filastin/Saraya al-Quds,Islamic Jihad in Palestine/Palestinian Islamic Jihad (PIJ),9.0,Male,1958.0,NaN,0.0,"Sajaya, Egyptian-Controlled Gaza",37.0,37.0,Elected,0.0,Obtained Doctorate,Banking and Economics,Economics,none,1.0,1.0,1.0,NaN,1.0,Islam,NaN,1.0,0.0,0.0,Journalism,0.0,0.0,0.0,0.0,0.0,1.0,9.0,Doctorate,"Egypt, United Kingdom",0.0,1.0,2.0,0.0,0.0,none,"Arabic, Hebrew, English",1.0,0.0,Complete,9400,1995.0-2011.0,56.0,1998,2.0,10.0,1995.0,12.0,2011.0,37.0,380.0,1050.0,0.0,1.0,0.0,1.0,1.0,1.0,188.0,171.0,124.0,106.0,0.0,0.0,0.0,0.0,1,0.0,6.0,22871.0,666.0,0.0,0.0,0.0,1.0,0.0,53.0
368,59.0,none,none,Royal Highness,none,Norodom Ranariddh,Ranariddh,Ranariddh,NaN,none,none,Cambodia,Cambodia vs FUNCINPEC,FUNCINPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",NaN,Male,1944.0,NaN,0.0,"Phnom Penh, Cambodia",45.0,45.0,Unclear,0.0,Obtained Doctorate,Public International Law,Law,none,0.0,1.0,1.0,24.0,1.0,Buddhism,1.0,1.0,0.0,0.0,Education,0.0,1.0,0.0,0.0,0.0,1.0,6.0,Doctorate,France,0.0,1.0,2.0,0.0,0.0,none,"Khmer, French, English",1.0,0.0,Complete,1690,1989.0-1998.0,12.0,2016,2.0,1.0,1989.0,2.0,1998.0,103.0,379.0,1115.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,1.0,1896.0,811.0,0.0,1.0,0.0,0.0,0.0,54.0
369,198.0,none,none,none,none,Ranjan Daimary,Ranjan Daimary,Ranjan,Daimary,none,none,India,India vs NDFB,National Democratic Front of Bodoland (NDFB)/Bodoland Army/Bodo Security Force (BSF),none,69.0,Male,1960.0,NaN,0.0,"Harisinga Village, Bodoland, India",26.0,32.0,Founded/Co-founded,0.0,Obtained Master's,Political Science,Political Science,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,1.0,0.0,0.0,Other,0.0,1.0,0.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,1.0,0.0,none,"Bodo, English, Assamese, Hindi, Bengali",1.0,1.0,Complete,85,1992.0-2010.0,94.0,774,1.0,11.0,1992.0,12.0,2010.0,227.0,313.0,1206.0,0.0,1.0,0.0,1.0,1.0,2.0,306.0,296.0,41.0,37.0,0.0,0.0,0.0,0.0,0,3.0,7.0,3546.0,750.0,0.0,1.0,0.0,0.0,0.0,50.0
370,17.0,none,none,none,none,Abdelhaq Layada,Abdelhaq Layada,Abdelhaq,Layada,Abu Adlane,none,Algeria,Algeria vs GIA,Group Islamique Armé (GIA),Armed Islamic Group,34.0,Male,1959.0,NaN,NaN,NaN,NaN,34.0,Appointed/Designated,0.0,none,none,none,none,NaN,NaN,NaN,NaN,1.0,Islam,NaN,NaN,0.0,0.0,Other,NaN,1.0,1.0,NaN,0.0,NaN,NaN,none,none,NaN,0.0,NaN,0.0,NaN,none,"Arabic, French",0.0,0.0,Incomplete,74,1993.0-1993.0,1.0,83,1.0,7.0,1993.0,7.0,1993.0,191.0,3.0,1390.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1,0.0,-3.0,3717.0,615.0,0.0,0.0,0.0,1.0,0.0,34.0
371,192.0,none,none,none,none,Ranjit Debbarma,Ranjit Debbarma,Ranjit,Debbarma,none,none,India,India vs ATTF,All Tripura Tiger Force (ATTF)/All Tripura Tribal Force,ATTF,153.0,Male,1973.0,NaN,0.0,"Tripura, India",17.0,24.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,0.0,NaN,0.0,Hinduism,1.0,1.0,0.0,0.0,none,NaN,NaN,NaN,0.0,NaN,NaN,NaN,none,none,1.0,NaN,NaN,0.0,0.0,none,English,1.0,0.0,Incomplete,69,1992.0-1999.0,9.0,1957,1.0,1.0,1997.0,8.0,1993.0,139.0,262.0,1149.0,0.0,1.0,0.0,1.0,1.0,NaN,49.0,49.0,5.0,5.0,0.0,0.0,0.0,1.0,0,2.0,7.0,1320.0,750.0,0.0,1.0,0.0,0.0,0.0,20.0
372,186.0,none,none,none,none,Raol Cedras,Raol Cedras,Raol,Cedras,none,none,Haiti,Haiti vs Military Faction (Cedras),NaN,none,NaN,Male,1949.0,NaN,0.0,"Jérémie, Haiti",42.0,42.0,none,0.0,Obtained Bachelor's,Military Studies,Military,none,1.0,1.0,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,United States of America,1.0,0.0,2.0,0.0,0.0,none,"French, Spanish",0.0,0.0,Complete,1580,1991.0-1991.0,1.0,726,1.0,9.0,1991.0,10.0,1991.0,186.0,251.0,1625.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-3.0,1367.0,41.0,0.0,0.0,0.0,0.0,1.0,42.0
373,343.0,none,none,none,none,Rhissa ag Boula,Rhissa ag Boula,Rhissa,ag Boula,none,none,Niger,Niger vs FLAA,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,1.0,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Business/entrepeneurship,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,0.0,NaN,none,none,NaN,NaN,Incomplete,97,1991.0-1992.0,3.0,1303,1.0,12.0,1991.0,12.0,1992.0,255.0,761.0,1376.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,0.0,NaN,0.0,0.0,0,0.0,7.0,574.0,436.0,1.0,0.0,0.0,0.0,0.0,NaN
374,175.0,none,Comandante,none,none,Ricardo Arnoldo Ramírez de León,Rolando Morán,Rolando,Morán,Rolando Morán,none,Guatemala,Guatemala vs EGP,Ejercito Guerrillero de los Pobres (EGP)/Nueva Organización Revolucionaria de Combate (NORC),"Guerrilla Army of the Poor, URNG",492.0,Male,1929.0,1998.0,1.0,"Quetzaltenango, Guatemala",42.0,46.0,"Elected, Founded/Co-founded",0.0,Obtained Master's,Law,Law,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,1.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,0.0,1.0,4.0,Bachelor's,Honduras,0.0,0.0,1.0,0.0,0.0,Disease/natural causes,"Spanish, 5 others (specifics unknown)",0.0,1.0,Complete,926,1975.0-1996.0,133.0,719,1.0,1.0,1975.0,12.0,1996.0,36.0,625.0,1591.0,1.0,1.0,0.0,1.0,2.0,2.0,62.0,51.0,111.0,53.0,0.0,0.0,0.0,1.0,0,0.0,6.0,3493.0,90.0,0.0,0.0,0.0,0.0,1.0,67.0
375,135.0,none,none,none,none,Rifa'i Ahmed Taha Musa,Ahmed Rifa'i Taha,Ahmed Rifa'i,Taha,Abu Yasser al-Masri,Ahmed Rifa'i Taha,Egypt,Egypt vs Al-Gama'a Al-Islamiyya,al-Gama'a al-Islamiyya (GI)/Hezb al-Benaa wal-Tanmia,The Islamic Group,30.0,Male,1954.0,2016.0,1.0,NaN,40.0,41.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Islam,NaN,0.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,Assassinated by external state,Arabic,0.0,0.0,Complete,61,1995.0-1998.0,18.0,513,2.0,1.0,1995.0,1.0,1998.0,196.0,241.0,1184.0,1.0,1.0,0.0,0.0,2.0,NaN,137.0,123.0,25.0,18.0,0.0,0.0,1.0,1.0,1,0.0,-3.0,4111.0,651.0,0.0,0.0,0.0,1.0,0.0,44.0
376,147.0,none,none,none,none,Riyaale Ahmed,Riyaale Ahmed,Riyaale,Ahmed,none,none,Ethiopia,Ethiopia vs IGLF,NaN,none,NaN,Male,1955.0,NaN,NaN,"Addis Ababa, Ethiopia",36.0,36.0,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,0.0,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,40,1991.0-1991.0,1.0,574,1.0,10.0,1991.0,10.0,1991.0,268.0,811.0,2000.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,NaN,NaN,0.0,0.0,0,0.0,NaN,564.0,530.0,1.0,0.0,0.0,0.0,0.0,36.0
377,374.0,none,none,none,none,Rodolfo Salas,Rodolfo Salas,Rodolfo,Salas,none,none,Philippines,Philippines vs CPP (NPA),Communist Party of the Philippines (CPP)/Bagong Hukbong Bayan,New People's Army (NPA),529.0,Male,1947.0,NaN,0.0,"San Lorenzo, Mexico",30.0,30.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,NaN,NaN,NaN,1.0,0.0,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,1.0,0.0,none,"Tagalog, Spanish",0.0,0.0,Complete,475,1977.0-1986.0,135.0,1416,2.0,11.0,1977.0,5.0,1986.0,10.0,217.0,1010.0,1.0,2.0,1.0,0.0,2.0,2.0,277.0,94.0,75.0,15.0,0.0,0.0,0.0,1.0,0,0.0,3.0,2507.0,840.0,0.0,1.0,0.0,0.0,0.0,39.0
378,179.0,none,none,none,none,Rodrigo Asturias,Rodrigo Asturias,Rodrigo,Asturias,Gaspar Ilom,none,Guatemala,Guatemala vs ORPA,Organización Revolucionaria del Pueblo en Armas,"Revolutionary Organization of the People in Arms (ORPA), URNG",287.0,Male,1939.0,2005.0,1.0,Guatemala,32.0,40.0,Founded/Co-founded,0.0,Obtained Bachelor's,Law,Law,none,0.0,0.0,1.0,NaN,1.0,Christianity,0.0,0.0,0.0,0.0,Writer,0.0,1.0,1.0,0.0,1.0,1.0,3.0,Bachelor's,Argentina,0.0,1.0,3.0,1.0,0.0,Disease/natural causes,Spanish,0.0,0.0,Complete,2720,1979.0-1996.0,111.0,704,1.0,1.0,1979.0,12.0,1996.0,36.0,627.0,1592.0,1.0,1.0,0.0,1.0,2.0,2.0,29.0,7.0,90.0,38.0,0.0,0.0,0.0,1.0,0,0.0,6.0,3493.0,90.0,0.0,0.0,0.0,0.0,1.0,57.0
379,106.0,none,none,none,none,Rodrigo Londono,Rodrigo Londono,Rodrigo,Londono,Timochenko,none,Colombia,Colombia vs FARC,Fuerzas Armadas Revolucionares de Colombia (FARC)/Manuel Marulanda faction of Partido Comunista Colombiano,FARC,528.0,Male,1959.0,NaN,0.0,"Quindío, Colombia",52.0,52.0,Appointed/Designated,0.0,Obtained Bachelor's,"Unclear, Medicine or Marxism and Langauge, also Military Intelligence",Unknown,none,0.0,0.0,1.0,NaN,1.0,Christianity,1.0,1.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,1.0,NaN,Bachelor's,"Russia, Cuba",1.0,0.0,2.0,0.0,0.0,none,Spanish,0.0,0.0,Complete,6480,2011.0-2011.0,34.0,432,3.0,11.0,2011.0,12.0,2011.0,92.0,237.0,1604.0,1.0,1.0,1.0,1.0,2.0,1.0,18.0,9.0,53.0,22.0,NaN,NaN,NaN,NaN,0,0.0,6.0,7729.0,100.0,0.0,0.0,0.0,0.0,1.0,52.0
380,274.0,none,none,none,none,Roger Bianchi,Roger Bianchi,Roger,Bianchi,none,none,Ivory coast,Ivory Coast vs MPIGO,NaN,none,NaN,Male,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,none,none,none,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,NaN,NaN,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,NaN,NaN,NaN,none,none,NaN,NaN,Incomplete,433,2003.0-2003.0,2.0,1068,2.0,4.0,2003.0,9.0,2003.0,225.0,91.0,1411.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,4.0,1478.0,437.0,1.0,0.0,0.0,0.0,0.0,NaN
381,427.0,none,none,none,none,Rohana Wijeweere,Rohana Wijeweere,Rohana,Wijeweere,none,none,Sri Lanka,Sri Lanka vs JVP,Janatha Vimukthi Peramuna,JVP,NaN,Male,1943.0,1989.0,1.0,Southern Sri Lanka,25.0,44.0,Appointed/Designated,0.0,Finished secondary,none,none,none,0.0,0.0,1.0,NaN,1.0,Buddhism,0.0,0.0,0.0,0.0,Activist,0.0,0.0,0.0,0.0,0.0,1.0,NaN,Doctorate,Russia,0.0,0.0,1.0,0.0,0.0,Assassinated by government,"Sinhalese, likely English, Russian",1.0,0.0,Complete,214,1987.0-1989.0,1.0,1623,1.0,8.0,1987.0,11.0,1989.0,117.0,256.0,1123.0,1.0,1.0,0.0,1.0,2.0,2.0,217.0,198.0,70.0,60.0,0.0,0.0,0.0,0.0,0,0.0,5.0,2618.0,780.0,0.0,1.0,0.0,0.0,0.0,46.0
382,313.0,none,none,none,none,Johnny Htoo,Johnny Htoo,Johnny,Htoo,none,none,Myanmar,Myanmar vs God's Army,God's Army,God's Army,NaN,Male,1987.0,NaN,0.0,"Guh Su Doh, Myanmar",9.0,13.0,Unclear,1.0,No/incomplete primary,none,none,none,0.0,0.0,0.0,NaN,0.0,Christianity,0.0,0.0,0.0,0.0,none,0.0,0.0,1.0,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,none,Karan,0.0,0.0,Complete,74,2000.0-2000.0,1.0,1169,1.0,1.0,2000.0,12.0,2000.0,23.0,314.0,1022.0,0.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0,0.0,-3.0,1850.0,775.0,0.0,1.0,0.0,0.0,0.0,13.0
383,145.0,none,none,none,none,Romodan Mohammed Nur,Romodan Nur,Romodan,Nur,none,none,Ethiopia,Ethiopia vs EPLF,Eritrean People's Liberation Front (EPLF)/People's Front for Democracy and Justice,EPLF,148.0,Male,1941.0,NaN,NaN,"Hirghigo, Ethiopia",32.0,32.0,Elected,0.0,Finished secondary,none,none,none,0.0,0.0,NaN,NaN,NaN,Islam,1.0,0.0,0.0,0.0,Career politician,0.0,1.0,0.0,0.0,0.0,1.0,2.0,Secondary,Egypt,1.0,0.0,2.0,0.0,0.0,none,Tigre,0.0,0.0,Complete,6,1973.0-1987.0,91.0,570,1.0,9.0,1973.0,5.0,1987.0,78.0,53.0,1261.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0.0,-4.0,634.0,530.0,1.0,0.0,0.0,0.0,0.0,46.0
384,443.0,none,none,none,none,Ronnie Brunswijk,Ronnie Brunswijk,Ronnie,Brunswijk,none,none,Suriname,Suriname vs SLA/Jungle Commando,Jungle Commando,SLA,NaN,Male,1961.0,NaN,0.0,"Marowijne district, Suriname",25.0,25.0,Founded/Co-founded,0.0,none,none,none,none,NaN,NaN,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Military,1.0,0.0,0.0,0.0,0.0,0.0,0.0,none,none,1.0,0.0,1.0,0.0,0.0,none,Dutch,0.0,0.0,Complete,175,1986.0-1988.0,1.0,1713,1.0,7.0,1986.0,12.0,1988.0,162.0,559.0,1621.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0,0.0,1.0,5729.0,115.0,0.0,0.0,0.0,0.0,1.0,27.0
385,40.0,none,none,none,none,Rovshan Javadov,Rovshan Javadov,Rovshan,Javadov,none,none,Azerbaijan,Azerbaijan vs OPON,Otryad Politsii Osobogo Naznacheniya/ Special Purpose Police Unit,OPON,NaN,Male,1951.0,1995.0,1.0,"Lachin, Nagorno- Karabakh Republic, Azerbaijan",39.0,44.0,Unclear,0.0,Obtained Doctorate,Medicine,Medicine,none,0.0,0.0,0.0,NaN,0.0,Islam,NaN,0.0,0.0,0.0,Police,1.0,0.0,NaN,0.0,0.0,0.0,0.0,none,none,0.0,0.0,0.0,0.0,0.0,KIA,"Azerbaijani, Russian",0.0,0.0,Complete,38,1995.0-1995.0,1.0,169,1.0,3.0,1995.0,3.0,1995.0,201.0,407.0,1191.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,-4.0,2503.0,373.0,0.0,0.0,1.0,0.0,0.0,44.0
386,204.0,none,none,none,none,Shangwang Shangyung Khaplang,S.S. Khaplang,Shangwang,Khaplang,none,none,India,India vs NSCN-K,National-Socialist Council of Nagaland (Khaplang),NSCN-K,314.0,Male,1940.0,2017.0,1.0,Burma,48.0,65.0,Founded/Co-founded,0.0,Finished primary,none,none,none,0.0,0.0,1.0,NaN,1.0,Christianity,NaN,0.0,0.0,0.0,Activist,0.0,1.0,0.0,0.0,NaN,0.0,0.0,none,none,0.0,0.0,NaN,0.0,0.0,Disease/natural causes,Naga,0.0,0.0,Complete,163,2005.0-2007.0,6.0,808,1.0,1.0,2005.0,12.0,2007.0,54.0,453.0,1066.0,0.0,NaN,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,750.0,0.0,1.0,0.0,0.0,0.0,67.0
